recession_id,start_date,end_date,duration_months,name,primary_causes,gdp_decline_percent,peak_unemployment_rate,notable_policy_responses
7958,1819-05-26,1820-07-12,14,Mid 1819s Banking Crisis,Trade restrictions; Energy crisis; Excessive debt accumulation,26.1,10.3,Capital controls; Nationalization of key industries
7959,1973-02-17,1974-09-09,19,Late 1973s Currency Crisis,Excessive debt accumulation,13.2,23.8,Regulatory reforms; Mortgage relief; International financial assistance
7960,1872-10-26,1874-12-26,26,Early 1872s Global Slowdown,Technological disruption; Consumer confidence collapse; Market speculation,22.5,22.6,Currency intervention
7961,1835-05-09,1836-02-03,9,Early 1835s Structural Recession,Pandemic outbreak; Monetary policy tightening,28.3,12.8,Increased government spending; Currency intervention; Business loan programs
7962,1953-01-03,1954-01-18,12,Late 1953s Debt Crisis,Consumer confidence collapse,27.5,21.3,Capital controls
7963,1820-01-23,1821-02-16,13,Mid 1820s Structural Recession,Asset bubble burst,28.0,7.0,Currency intervention; Nationalization of key industries
7964,1810-05-08,1811-03-12,10,Late 1810s Global Slowdown,Monetary policy tightening; Banking system failure,15.3,11.0,Business loan programs; Debt restructuring; Nationalization of key industries
7965,2017-07-09,2018-03-14,8,Early 2017s Market Crash,Inflation spike; Excessive debt accumulation,22.0,11.5,Increased government spending; Infrastructure investment
7966,1957-04-02,1958-05-31,13,Mid 1957s Debt Crisis,Regulatory changes,21.1,6.9,Mortgage relief
7967,1951-04-26,1951-08-03,4,Mid 1951s Economic Downturn,Political instability; Banking system failure; War or conflict,15.3,19.0,Direct payments to citizens; Unemployment benefit extensions
7968,1880-09-15,1882-04-29,19,Late 1880s Housing Bubble,Financial market contagion; Currency devaluation; Inflation spike,1.4,20.8,Tax cuts; Mortgage relief
7969,1900-08-08,1902-03-18,19,Mid 1900s Structural Recession,Pandemic outbreak,2.8,20.1,Bank bailouts; Currency intervention; Quantitative easing
7970,1872-01-31,1874-07-16,30,Mid 1872s Economic Downturn,Consumer confidence collapse; Fiscal policy contraction,15.1,24.2,Currency intervention; Unemployment benefit extensions; Regulatory reforms
7971,1962-08-06,1964-05-06,21,Mid 1962s Regional Recession,Consumer confidence collapse; Banking system failure,6.3,22.0,Capital controls
7972,1873-12-23,1875-06-04,18,Mid 1873s Economic Downturn,Currency devaluation,18.8,17.8,Currency intervention; Quantitative easing; Nationalization of key industries
7973,2010-11-17,2012-08-02,21,Late 2010s Trade War Recession,Currency devaluation; Natural disasters,14.3,18.5,Nationalization of key industries
7974,1865-07-08,1866-10-13,15,Mid 1865s Stagflation Period,War or conflict,12.0,14.3,Interest rate cuts
7975,1810-09-21,1812-01-28,16,Early 1810s Financial Crisis,Technological disruption; Currency devaluation; War or conflict,29.1,13.8,Quantitative easing
7976,1962-08-23,1963-11-24,15,Early 1962s Housing Bubble,Trade restrictions; Supply chain disruptions; Market speculation,5.2,4.5,Fiscal stimulus package; Bank bailouts
7977,2010-03-19,2011-04-22,13,Mid 2010s Housing Bubble,Supply chain disruptions; Banking system failure; Asset bubble burst,29.5,6.7,Currency intervention; International financial assistance
7978,1994-06-10,1997-02-17,32,Early 1994s Financial Crisis,Trade restrictions; Consumer confidence collapse; Credit crunch,4.4,18.6,Business loan programs; Infrastructure investment
7979,1806-10-26,1808-05-12,19,Early 1806s Currency Crisis,Inflation spike; Market speculation; Energy crisis,13.9,14.5,Debt restructuring; International financial assistance; Interest rate cuts
7980,1932-08-28,1934-05-23,21,Early 1932s Demand Shock,Technological disruption,7.5,15.6,Business loan programs; Capital controls
7981,1946-07-11,1949-03-16,32,Late 1946s Tech Bubble,Trade restrictions; Financial market contagion,1.7,4.5,Emergency lending facilities; Quantitative easing
7982,1994-01-06,1996-09-24,32,Late 1994s Financial Crisis,Technological disruption,27.6,21.4,Quantitative easing; Currency intervention; Price controls
7983,1927-08-02,1928-12-17,16,Late 1927s Fiscal Crisis,Pandemic outbreak; Monetary policy tightening; Trade restrictions,7.2,4.2,Regulatory reforms
7984,1846-07-03,1848-07-15,24,Mid 1846s Deflationary Spiral,Banking system failure; Fiscal policy contraction; Excessive debt accumulation,11.5,3.7,Nationalization of key industries
7985,1819-01-17,1821-08-28,31,Late 1819s Supply Shock,Fiscal policy contraction; Currency devaluation,3.7,6.0,Interest rate cuts; Price controls; Infrastructure investment
7986,1997-05-28,2000-01-29,32,Mid 1997s Industrial Decline,Trade restrictions; Political instability; Inflation spike,9.8,9.8,Fiscal stimulus package
7987,1817-09-30,1819-04-19,19,Early 1817s Deflationary Spiral,Currency devaluation; Credit crunch; Energy crisis,4.8,9.4,Regulatory reforms
7988,1964-03-27,1965-12-31,21,Late 1964s Housing Bubble,Natural disasters; Credit crunch; Fiscal policy contraction,0.6,22.5,Nationalization of key industries; Bank bailouts; Interest rate cuts
7989,1953-02-23,1953-08-29,6,Early 1953s Deflationary Spiral,Regulatory changes; Energy crisis; Natural disasters,21.7,14.8,Currency intervention; Nationalization of key industries
7990,1903-08-20,1904-05-09,9,Mid 1903s Structural Recession,Banking system failure; Market speculation,6.4,18.9,Nationalization of key industries; Mortgage relief
7991,1907-03-11,1909-02-18,23,Mid 1907s Currency Crisis,Trade restrictions,6.7,6.6,Emergency lending facilities
7992,1953-07-22,1955-05-25,22,Early 1953s Deflationary Spiral,Consumer confidence collapse; Monetary policy tightening; Currency devaluation,22.4,4.1,Interest rate cuts
7993,2019-12-02,2021-03-08,15,Late 2019s Currency Crisis,Energy crisis,21.1,21.6,Unemployment benefit extensions; Direct payments to citizens
7994,2016-02-25,2017-10-29,20,Late 2016s Economic Downturn,Pandemic outbreak; Natural disasters,6.5,19.7,Interest rate cuts; Direct payments to citizens
7995,1892-12-07,1893-03-22,3,Early 1892s Debt Crisis,Natural disasters; Supply chain disruptions; Fiscal policy contraction,19.9,4.4,International financial assistance; Currency intervention; Fiscal stimulus package
7996,2017-11-30,2020-05-15,30,Early 2017s Stagflation Period,War or conflict,2.7,6.6,Regulatory reforms
7997,1882-01-19,1883-07-15,18,Early 1882s Commodity Crash,Financial market contagion,12.1,22.6,Nationalization of key industries
7998,1956-10-01,1957-08-07,10,Early 1956s Stagflation Period,Political instability; Currency devaluation; Financial market contagion,16.2,5.9,Unemployment benefit extensions
7999,1854-07-15,1856-07-21,24,Early 1854s Regional Recession,Currency devaluation; Credit crunch,18.5,3.3,Bank bailouts
8000,1853-07-20,1855-01-30,18,Mid 1853s Global Slowdown,Inflation spike,12.7,18.5,Mortgage relief; Infrastructure investment
8001,1903-03-04,1904-02-25,11,Mid 1903s Housing Bubble,Currency devaluation; Fiscal policy contraction,26.4,21.1,Regulatory reforms; Increased government spending; Fiscal stimulus package
8002,2023-01-24,2024-03-24,14,Late 2023s Financial Crisis,Inflation spike; Financial market contagion; Market speculation,26.2,24.6,Business loan programs; Regulatory reforms
8003,1832-11-02,1834-10-23,23,Early 1832s Commodity Crash,Natural disasters; Inflation spike; Consumer confidence collapse,5.1,18.0,Business loan programs
8004,1927-02-17,1929-04-03,26,Early 1927s Financial Crisis,Regulatory changes; Trade restrictions; Financial market contagion,4.1,3.2,Regulatory reforms; Tax cuts; Mortgage relief
8005,1919-07-01,1921-05-23,22,Early 1919s Regional Recession,Market speculation,13.0,22.3,Fiscal stimulus package; Business loan programs; Price controls
8006,1840-07-04,1840-11-15,4,Late 1840s Global Slowdown,Supply chain disruptions,21.0,5.1,Increased government spending
8007,1821-10-10,1823-11-14,25,Mid 1821s Demand Shock,Technological disruption; Natural disasters; Inflation spike,5.3,15.1,Trade policy adjustments; Emergency lending facilities; Debt restructuring
8008,1963-08-04,1964-06-26,10,Late 1963s Commodity Crash,Inflation spike; Pandemic outbreak,23.4,3.8,Unemployment benefit extensions; Regulatory reforms; Mortgage relief
8009,1997-03-01,1999-08-14,29,Early 1997s Commodity Crash,Trade restrictions,15.0,3.9,Trade policy adjustments; Direct payments to citizens
8010,2006-10-02,2009-06-13,32,Late 2006s Housing Bubble,Financial market contagion,25.2,24.1,Quantitative easing; Tax cuts
8011,1904-02-25,1904-11-19,9,Late 1904s Market Crash,Excessive debt accumulation; Asset bubble burst; Banking system failure,7.7,12.8,Nationalization of key industries
8012,1930-11-16,1933-08-01,33,Late 1930s Stagflation Period,Asset bubble burst,4.0,23.4,Emergency lending facilities; Fiscal stimulus package; Price controls
8013,1915-05-01,1917-01-23,20,Early 1915s Banking Crisis,Regulatory changes; Energy crisis; Political instability,22.0,3.7,Regulatory reforms
8014,2019-02-09,2021-03-22,25,Early 2019s Market Crash,Consumer confidence collapse; Financial market contagion,5.2,24.9,Business loan programs
8015,1900-06-28,1902-08-12,26,Mid 1900s Trade War Recession,Supply chain disruptions; Banking system failure; Market speculation,11.6,6.3,Mortgage relief
8016,1916-10-19,1918-04-21,18,Early 1916s Global Slowdown,Technological disruption; Trade restrictions; Excessive debt accumulation,4.6,20.4,Currency intervention
8017,1876-02-07,1878-10-30,32,Mid 1876s Commodity Crash,Technological disruption; Consumer confidence collapse; Trade restrictions,18.4,19.7,Capital controls
8018,1870-08-22,1870-10-28,2,Early 1870s Global Slowdown,Market speculation; Natural disasters,15.9,16.2,Mortgage relief
8019,1951-07-05,1952-12-19,17,Late 1951s Market Crash,Monetary policy tightening; Energy crisis; Technological disruption,0.3,23.7,Mortgage relief; Quantitative easing
8020,2004-04-02,2005-05-27,13,Late 2004s Structural Recession,Natural disasters; Supply chain disruptions; Excessive debt accumulation,0.4,11.6,Debt restructuring; Bank bailouts
8021,2006-01-22,2006-08-31,7,Mid 2006s Economic Downturn,War or conflict; Inflation spike,9.5,7.7,Infrastructure investment
8022,1894-05-22,1895-10-16,17,Mid 1894s Demand Shock,Financial market contagion,4.1,22.4,Nationalization of key industries; Debt restructuring
8023,1866-02-27,1867-08-04,18,Early 1866s Commodity Crash,Banking system failure; Energy crisis,17.5,12.2,Tax cuts; Bank bailouts
8024,1853-02-12,1854-08-05,18,Early 1853s Industrial Decline,War or conflict,20.0,10.6,Capital controls
8025,1995-08-23,1998-01-09,29,Late 1995s Trade War Recession,Financial market contagion,0.2,4.4,Trade policy adjustments; Business loan programs
8026,1971-11-20,1972-08-24,9,Mid 1971s Financial Crisis,Inflation spike; Trade restrictions,4.8,13.6,Regulatory reforms; Bank bailouts
8027,1925-11-24,1927-04-24,17,Late 1925s Economic Downturn,Energy crisis; Monetary policy tightening; Banking system failure,14.4,8.6,Bank bailouts; Business loan programs; Capital controls
8028,1901-10-20,1903-04-17,18,Mid 1901s Housing Bubble,Political instability; Supply chain disruptions,13.4,23.6,Price controls; Interest rate cuts
8029,1856-02-09,1857-12-16,22,Late 1856s Regional Recession,Fiscal policy contraction; Currency devaluation,8.9,7.8,Unemployment benefit extensions
8030,1882-03-27,1883-08-07,17,Late 1882s Trade War Recession,Financial market contagion,6.4,19.0,Trade policy adjustments
8031,1921-11-10,1923-05-24,18,Late 1921s Stagflation Period,Excessive debt accumulation,23.0,22.4,Infrastructure investment; International financial assistance
8032,1978-09-17,1980-08-11,23,Late 1978s Demand Shock,Inflation spike; Supply chain disruptions; Currency devaluation,15.2,20.6,Currency intervention
8033,1802-08-09,1803-06-01,10,Mid 1802s Commodity Crash,Banking system failure; Regulatory changes,23.5,15.3,Currency intervention
8034,1860-11-14,1861-07-08,8,Early 1860s Banking Crisis,Financial market contagion,26.3,7.5,Quantitative easing
8035,1800-10-29,1802-08-16,22,Early 1800s Market Crash,War or conflict; Energy crisis,8.3,9.0,Nationalization of key industries; Trade policy adjustments
8036,1867-11-14,1869-04-17,17,Early 1867s Banking Crisis,Regulatory changes,11.4,3.5,Nationalization of key industries; Trade policy adjustments; Price controls
8037,1993-09-07,1995-04-19,19,Early 1993s Demand Shock,Energy crisis; Pandemic outbreak,2.6,24.2,Business loan programs; Interest rate cuts; Unemployment benefit extensions
8038,2011-11-11,2013-06-03,19,Late 2011s Banking Crisis,Technological disruption; Excessive debt accumulation,6.1,12.0,Emergency lending facilities; Interest rate cuts
8039,1873-11-27,1875-04-30,17,Mid 1873s Structural Recession,Supply chain disruptions; Natural disasters,23.3,6.1,Bank bailouts
8040,2000-07-20,2001-07-17,12,Early 2000s Commodity Crash,Political instability; Technological disruption; Regulatory changes,28.4,14.7,Debt restructuring; Fiscal stimulus package
8041,1864-04-19,1866-12-28,32,Mid 1864s Debt Crisis,Credit crunch; Consumer confidence collapse; Monetary policy tightening,12.8,16.9,Price controls; Bank bailouts
8042,1815-09-26,1818-02-26,29,Late 1815s Industrial Decline,Currency devaluation; Regulatory changes; Natural disasters,5.7,18.9,Emergency lending facilities; Direct payments to citizens
8043,1848-11-14,1850-11-15,24,Early 1848s Market Crash,Trade restrictions; Natural disasters; Energy crisis,7.2,14.6,Mortgage relief; Trade policy adjustments; International financial assistance
8044,1819-03-27,1821-09-23,30,Early 1819s Debt Crisis,Supply chain disruptions; Inflation spike; Technological disruption,1.7,7.4,Price controls
8045,1802-11-30,1805-01-23,26,Late 1802s Financial Crisis,Market speculation; Credit crunch; Pandemic outbreak,23.2,17.3,Unemployment benefit extensions
8046,1901-10-30,1902-08-05,10,Early 1901s Trade War Recession,Fiscal policy contraction; Credit crunch; Currency devaluation,17.7,13.6,Direct payments to citizens
8047,1853-05-03,1855-11-15,30,Late 1853s Trade War Recession,Supply chain disruptions; War or conflict; Energy crisis,2.2,10.0,Capital controls
8048,2005-12-14,2008-04-24,28,Late 2005s Regional Recession,Consumer confidence collapse,0.5,20.1,Mortgage relief
8049,1935-09-13,1936-05-24,8,Late 1935s Market Crash,Natural disasters; Financial market contagion; Energy crisis,4.8,10.6,Fiscal stimulus package
8050,2021-02-04,2023-07-07,29,Early 2021s Market Crash,Fiscal policy contraction,1.4,18.5,Increased government spending
8051,1976-11-05,1978-02-27,15,Mid 1976s Economic Downturn,Consumer confidence collapse; Market speculation,23.5,3.8,Business loan programs; Fiscal stimulus package; Bank bailouts
8052,2012-08-27,2013-10-09,14,Mid 2012s Global Slowdown,Credit crunch; Asset bubble burst; Financial market contagion,26.5,22.5,Debt restructuring
8053,1932-11-23,1934-01-21,14,Late 1932s Financial Crisis,Asset bubble burst; Supply chain disruptions,11.0,14.4,Capital controls; Currency intervention; Bank bailouts
8054,1860-01-12,1862-01-28,24,Mid 1860s Currency Crisis,Financial market contagion; Banking system failure,29.0,23.6,Business loan programs; Emergency lending facilities; Currency intervention
8055,1814-09-06,1815-03-26,6,Early 1814s Deflationary Spiral,Supply chain disruptions,9.3,20.7,Quantitative easing; Unemployment benefit extensions
8056,1823-10-08,1824-01-05,3,Late 1823s Banking Crisis,Supply chain disruptions; Financial market contagion; Currency devaluation,20.4,9.2,Quantitative easing
8057,1964-01-18,1965-11-16,22,Early 1964s Regional Recession,Financial market contagion,3.1,9.3,Capital controls
8058,2016-08-22,2017-03-11,7,Early 2016s Global Slowdown,Banking system failure,29.2,23.2,Capital controls
8059,1873-01-05,1873-07-24,6,Late 1873s Housing Bubble,Banking system failure,2.4,3.9,Direct payments to citizens; Price controls
8060,1830-03-09,1830-09-26,6,Late 1830s Global Slowdown,War or conflict,27.4,16.7,Trade policy adjustments
8061,2022-03-14,2022-07-08,4,Mid 2022s Commodity Crash,Market speculation; Currency devaluation; Consumer confidence collapse,5.5,21.8,Tax cuts
8062,1989-05-20,1990-12-15,19,Mid 1989s Structural Recession,Monetary policy tightening,17.1,20.7,Currency intervention; Fiscal stimulus package
8063,1878-02-05,1879-07-01,17,Mid 1878s Housing Bubble,Financial market contagion,22.1,9.0,Quantitative easing; Unemployment benefit extensions
8064,1981-01-22,1981-07-12,6,Mid 1981s Monetary Crisis,Political instability,0.1,8.3,Tax cuts; Emergency lending facilities
8065,1958-05-25,1959-12-04,19,Early 1958s Financial Crisis,Monetary policy tightening; Consumer confidence collapse,8.5,11.8,Price controls; Nationalization of key industries; Debt restructuring
8066,1878-12-15,1881-06-05,30,Mid 1878s Structural Recession,Consumer confidence collapse; Inflation spike,26.1,13.3,Mortgage relief; Price controls
8067,2014-01-12,2016-06-14,29,Early 2014s Demand Shock,Pandemic outbreak,8.1,6.4,Nationalization of key industries; Price controls; Direct payments to citizens
8068,1955-07-05,1957-10-20,27,Late 1955s Deflationary Spiral,Monetary policy tightening,14.4,15.7,Bank bailouts; Business loan programs; Infrastructure investment
8069,1916-08-04,1917-05-12,9,Early 1916s Currency Crisis,Natural disasters,26.2,14.0,Emergency lending facilities; Capital controls; Quantitative easing
8070,1816-02-13,1817-11-19,21,Mid 1816s Commodity Crash,Technological disruption; War or conflict,14.3,15.3,Nationalization of key industries
8071,1954-04-16,1956-01-12,21,Early 1954s Financial Crisis,Technological disruption,23.8,21.2,Currency intervention
8072,1877-04-17,1878-12-09,20,Late 1877s Trade War Recession,Supply chain disruptions; Currency devaluation; Inflation spike,24.8,10.5,Emergency lending facilities; International financial assistance
8073,1900-05-16,1901-03-25,10,Late 1900s Tech Bubble,Asset bubble burst; Excessive debt accumulation,25.8,11.7,Business loan programs
8074,1911-05-02,1912-07-05,14,Mid 1911s Deflationary Spiral,Energy crisis; Technological disruption; Inflation spike,25.5,12.4,Infrastructure investment; International financial assistance
8075,1853-05-08,1853-10-21,5,Mid 1853s Fiscal Crisis,Excessive debt accumulation,22.8,13.2,Business loan programs
8076,1818-06-07,1819-01-26,7,Late 1818s Commodity Crash,Financial market contagion; Fiscal policy contraction; Inflation spike,10.4,3.2,Unemployment benefit extensions
8077,1902-03-10,1902-07-22,4,Mid 1902s Demand Shock,Excessive debt accumulation; Market speculation; Trade restrictions,21.4,14.8,Regulatory reforms
8078,1933-08-10,1934-05-09,9,Mid 1933s Tech Bubble,Fiscal policy contraction; Supply chain disruptions; Currency devaluation,23.0,19.5,International financial assistance; Increased government spending
8079,1982-02-02,1983-02-04,12,Early 1982s Stagflation Period,Regulatory changes; Political instability,26.3,24.9,Capital controls; Fiscal stimulus package; Mortgage relief
8080,1832-08-18,1833-07-05,11,Early 1832s Demand Shock,Market speculation,27.8,8.3,Emergency lending facilities; Currency intervention; Quantitative easing
8081,1806-01-23,1807-09-29,20,Early 1806s Commodity Crash,Trade restrictions,14.5,24.1,Infrastructure investment
8082,2023-04-03,2023-07-28,3,Late 2023s Demand Shock,Consumer confidence collapse; Regulatory changes; Monetary policy tightening,3.3,4.0,Interest rate cuts; Increased government spending
8083,1995-05-06,1996-03-01,10,Mid 1995s Global Slowdown,Financial market contagion,9.7,22.2,International financial assistance; Tax cuts; Fiscal stimulus package
8084,1891-03-11,1893-08-18,29,Early 1891s Structural Recession,Inflation spike; Excessive debt accumulation,3.5,20.8,Emergency lending facilities; Tax cuts
8085,1923-01-30,1924-06-20,17,Early 1923s Tech Bubble,Political instability; Technological disruption; War or conflict,0.9,14.9,Interest rate cuts; Mortgage relief
8086,2010-10-12,2013-02-19,28,Early 2010s Monetary Crisis,Currency devaluation; Inflation spike; Asset bubble burst,5.0,11.5,Direct payments to citizens; Price controls; Unemployment benefit extensions
8087,1887-09-07,1888-11-06,14,Early 1887s Housing Bubble,Currency devaluation; Market speculation,21.0,19.4,International financial assistance; Quantitative easing
8088,1997-04-19,1998-03-31,11,Late 1997s Market Crash,Banking system failure; Natural disasters; Trade restrictions,29.3,17.6,Tax cuts
8089,1993-10-19,1994-12-15,14,Mid 1993s Trade War Recession,Excessive debt accumulation; Banking system failure; Natural disasters,7.6,16.7,Infrastructure investment; Unemployment benefit extensions
8090,1925-06-18,1926-06-10,12,Late 1925s Tech Bubble,Political instability,6.3,22.6,Regulatory reforms
8091,2008-03-26,2010-10-24,31,Early 2008s Monetary Crisis,War or conflict; Consumer confidence collapse; Fiscal policy contraction,15.7,11.3,Debt restructuring; Trade policy adjustments
8092,1877-06-01,1877-09-17,3,Early 1877s Housing Bubble,Credit crunch; Consumer confidence collapse; Monetary policy tightening,19.4,22.0,Unemployment benefit extensions; Regulatory reforms; Direct payments to citizens
8093,1873-09-23,1874-07-08,10,Late 1873s Deflationary Spiral,Financial market contagion,17.2,3.2,Fiscal stimulus package
8094,2017-11-25,2020-04-08,29,Late 2017s Currency Crisis,Monetary policy tightening,17.1,5.7,Direct payments to citizens
8095,1916-03-16,1918-03-11,24,Late 1916s Fiscal Crisis,Trade restrictions,27.8,6.3,Increased government spending; Infrastructure investment
8096,1933-11-30,1936-05-07,30,Early 1933s Trade War Recession,Regulatory changes; Monetary policy tightening,17.7,19.7,Regulatory reforms; Trade policy adjustments; Bank bailouts
8097,1913-06-29,1916-02-21,32,Mid 1913s Global Slowdown,Political instability,7.5,19.4,Interest rate cuts; Emergency lending facilities; Trade policy adjustments
8098,1920-07-10,1922-07-21,24,Late 1920s Fiscal Crisis,Fiscal policy contraction,18.3,19.5,Interest rate cuts; Regulatory reforms; Infrastructure investment
8099,1868-05-23,1870-08-15,27,Early 1868s Financial Crisis,Credit crunch; Market speculation,13.9,9.0,Business loan programs; International financial assistance
8100,2005-03-14,2006-07-15,16,Early 2005s Industrial Decline,Inflation spike; Supply chain disruptions; Consumer confidence collapse,11.5,23.4,Unemployment benefit extensions
8101,1884-04-28,1886-03-03,23,Early 1884s Monetary Crisis,Monetary policy tightening; Energy crisis,20.3,3.5,Business loan programs
8102,1808-09-01,1809-05-31,8,Late 1808s Deflationary Spiral,Fiscal policy contraction,11.7,4.6,Unemployment benefit extensions; Price controls; International financial assistance
8103,2007-03-29,2008-02-13,11,Early 2007s Financial Crisis,Pandemic outbreak,3.2,8.3,Interest rate cuts
8104,1984-01-31,1985-11-06,22,Early 1984s Currency Crisis,Credit crunch; Natural disasters; Trade restrictions,4.4,7.2,Bank bailouts; Emergency lending facilities; Fiscal stimulus package
8105,1807-08-22,1808-02-15,6,Late 1807s Monetary Crisis,War or conflict; Currency devaluation; Banking system failure,24.0,4.9,Infrastructure investment
8106,1826-06-25,1828-02-27,20,Late 1826s Debt Crisis,Fiscal policy contraction,24.8,16.2,Unemployment benefit extensions; Interest rate cuts
8107,2020-01-02,2020-03-22,2,Early 2020s Trade War Recession,Monetary policy tightening; Consumer confidence collapse,8.4,24.0,Increased government spending
8108,1910-02-02,1910-07-21,5,Early 1910s Tech Bubble,Political instability; Pandemic outbreak,20.7,13.7,Direct payments to citizens
8109,1905-09-03,1907-06-22,21,Late 1905s Stagflation Period,Currency devaluation,0.4,6.7,Price controls; Capital controls; International financial assistance
8110,1865-02-18,1866-12-27,22,Mid 1865s Economic Downturn,Trade restrictions; Natural disasters; Political instability,28.8,23.8,Interest rate cuts; Emergency lending facilities
8111,1805-05-27,1806-03-06,10,Mid 1805s Banking Crisis,Trade restrictions; Natural disasters,24.2,22.4,Capital controls; Debt restructuring
8112,1839-04-27,1841-10-23,30,Late 1839s Regional Recession,Market speculation,12.5,24.9,Nationalization of key industries
8113,1873-11-11,1876-06-14,31,Mid 1873s Structural Recession,Banking system failure; Market speculation,6.4,23.8,Tax cuts
8114,1879-05-03,1881-05-10,24,Early 1879s Industrial Decline,Supply chain disruptions; Credit crunch; Natural disasters,19.1,21.1,Tax cuts; Regulatory reforms; Debt restructuring
8115,1923-11-21,1924-03-19,4,Mid 1923s Stagflation Period,Market speculation,2.7,3.4,Interest rate cuts; Direct payments to citizens; Infrastructure investment
8116,1911-05-05,1912-06-07,13,Mid 1911s Financial Crisis,Inflation spike,3.8,11.6,Tax cuts; Capital controls; Regulatory reforms
8117,1841-09-27,1842-04-20,7,Late 1841s Debt Crisis,Regulatory changes; Natural disasters; Technological disruption,20.6,17.3,Bank bailouts; Interest rate cuts; Infrastructure investment
8118,1857-12-20,1859-01-31,13,Mid 1857s Deflationary Spiral,Technological disruption; Natural disasters,10.7,5.7,Infrastructure investment; Increased government spending; Business loan programs
8119,1915-08-05,1915-12-19,4,Late 1915s Currency Crisis,Monetary policy tightening; Natural disasters; Regulatory changes,29.6,6.8,Price controls
8120,1940-10-04,1943-02-26,28,Mid 1940s Currency Crisis,Financial market contagion,20.7,13.9,Unemployment benefit extensions
8121,1959-12-06,1962-03-29,27,Late 1959s Commodity Crash,Monetary policy tightening; Market speculation,6.5,22.4,Infrastructure investment; Fiscal stimulus package; Quantitative easing
8122,1976-03-06,1977-12-27,21,Late 1976s Demand Shock,War or conflict; Financial market contagion,30.0,20.9,Mortgage relief
8123,1820-05-15,1820-11-27,6,Late 1820s Financial Crisis,Market speculation; Fiscal policy contraction; Technological disruption,8.8,22.3,Nationalization of key industries
8124,1912-10-09,1914-06-24,20,Late 1912s Stagflation Period,Political instability,16.9,8.4,Nationalization of key industries; Unemployment benefit extensions
8125,1833-01-12,1835-05-10,28,Early 1833s Deflationary Spiral,Banking system failure,28.7,12.2,Quantitative easing
8126,1973-05-25,1975-04-23,23,Early 1973s Global Slowdown,Banking system failure; Natural disasters; War or conflict,6.7,4.1,Unemployment benefit extensions
8127,1878-09-11,1880-09-18,24,Early 1878s Stagflation Period,Currency devaluation; Trade restrictions; Credit crunch,21.3,14.3,Price controls; Interest rate cuts
8128,2009-01-28,2009-08-04,7,Early 2009s Demand Shock,Pandemic outbreak; Trade restrictions,3.9,23.4,Infrastructure investment; Business loan programs; Price controls
8129,1888-03-04,1889-04-05,13,Late 1888s Supply Shock,Excessive debt accumulation; Market speculation; War or conflict,3.5,22.4,Business loan programs
8130,1861-07-08,1861-12-19,5,Early 1861s Housing Bubble,Consumer confidence collapse; Supply chain disruptions,3.2,13.2,Interest rate cuts; Nationalization of key industries
8131,1951-08-09,1951-11-16,3,Mid 1951s Economic Downturn,War or conflict; Supply chain disruptions,7.8,19.3,Trade policy adjustments; Currency intervention
8132,1892-07-30,1894-09-28,26,Mid 1892s Industrial Decline,Consumer confidence collapse; Monetary policy tightening,22.0,19.6,Fiscal stimulus package; Unemployment benefit extensions; International financial assistance
8133,1825-06-06,1826-04-06,10,Mid 1825s Currency Crisis,Natural disasters; Credit crunch,24.9,10.3,Price controls; International financial assistance
8134,2012-11-03,2014-06-19,19,Mid 2012s Structural Recession,Trade restrictions,21.3,21.2,Infrastructure investment; International financial assistance; Capital controls
8135,2018-06-20,2020-04-01,22,Early 2018s Trade War Recession,Credit crunch,4.4,7.9,Business loan programs
8136,2006-03-18,2008-10-05,31,Mid 2006s Regional Recession,Natural disasters,13.1,14.6,Nationalization of key industries; Fiscal stimulus package
8137,1944-01-09,1944-07-19,6,Mid 1944s Supply Shock,Monetary policy tightening; Asset bubble burst,7.7,16.5,Currency intervention; Emergency lending facilities
8138,1922-07-10,1922-09-12,2,Late 1922s Industrial Decline,Market speculation; Financial market contagion; Fiscal policy contraction,28.7,11.3,Bank bailouts; Tax cuts; Trade policy adjustments
8139,1809-02-19,1811-04-22,26,Late 1809s Demand Shock,War or conflict; Fiscal policy contraction; Pandemic outbreak,13.3,5.7,Infrastructure investment
8140,1999-05-25,2002-01-31,32,Early 1999s Debt Crisis,Consumer confidence collapse; Pandemic outbreak,11.0,5.7,Emergency lending facilities; Currency intervention
8141,1801-01-10,1801-05-06,4,Late 1801s Market Crash,Regulatory changes; Pandemic outbreak; Credit crunch,14.4,14.7,Direct payments to citizens
8142,2010-08-26,2011-07-29,11,Mid 2010s Fiscal Crisis,Natural disasters; Energy crisis; Regulatory changes,20.6,3.7,Price controls; Increased government spending; Direct payments to citizens
8143,1815-04-23,1816-11-30,19,Mid 1815s Debt Crisis,Currency devaluation; Natural disasters,27.2,5.8,Quantitative easing; Business loan programs; Currency intervention
8144,2007-11-11,2009-09-27,22,Late 2007s Demand Shock,Monetary policy tightening; Market speculation; Trade restrictions,8.7,17.6,Trade policy adjustments; Infrastructure investment
8145,1800-09-21,1802-06-12,21,Mid 1800s Demand Shock,Consumer confidence collapse,16.3,15.1,Bank bailouts
8146,1869-12-28,1872-06-30,30,Mid 1869s Banking Crisis,Supply chain disruptions,2.3,22.8,Mortgage relief; Trade policy adjustments; Emergency lending facilities
